CC_Category,account,account_mask,amount,card_mapped,category,date,excluded,name,note,override_applied,override_card,override_rate,override_reason,parent_category,recurring,status,tags,type,used_rate,effective_card,points_earned,best_cards,best_rate,optimal_points,missed_points,used_best_card
Dining,Chase Sapphire,6143.0,83.0,Chase Sapphire Preferred,Restaurants & Bars,2023-07-03,False,Dante & Luigi`s,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,249.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,249.0,0.0,True
Other,Chase Sapphire,6143.0,36.72,Chase Sapphire Preferred,Shops,2023-07-03,False,Di Bruno Bros,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,36.72,Chase Freedom Unlimited,1.5,55.08,18.36,False
Dining,Chase Sapphire,6143.0,31.01,Chase Sapphire Preferred,Bars & Nightlife,2023-07-03,False,Drinker's Pub,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,93.03,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,93.03,0.0,True
Other,Chase Sapphire,6143.0,48.6,Chase Sapphire Preferred,Shops,2023-07-03,False,Stump : Bella Vista,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,48.6,Chase Freedom Unlimited,1.5,72.9,24.300000000000004,False
Other,Chase Sapphire,6143.0,10.56,Chase Sapphire Preferred,Recreation,2023-07-02,False,Five Iron Golf - Ritt,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,10.56,Chase Freedom Unlimited,1.5,15.84,5.279999999999999,False
Other,Chase Sapphire,6143.0,19.8,Chase Sapphire Preferred,Recreation,2023-07-02,False,Five Iron Golf - Ritt,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,19.8,Chase Freedom Unlimited,1.5,29.7,9.899999999999999,False
Streaming,Chase Sapphire,6143.0,68.03,Chase Sapphire Preferred,Subscriptions,2023-07-02,False,Google Google_youtube,,False,,,,Standard of Living,,posted,,regular,3.0,Chase Sapphire Preferred,204.09,Chase Sapphire Preferred,3.0,204.09,0.0,True
Streaming,Chase Sapphire,6143.0,74.19,Chase Sapphire Preferred,Subscriptions,2023-06-30,False,Apple.com-bill,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,,posted,,regular,3.0,Chase Sapphire Preferred,222.57,Chase Sapphire Preferred,3.0,222.57,0.0,True
Other,Chase Sapphire,6143.0,-129.6,Chase Sapphire Preferred,Shops,2023-06-28,False,Apple.com-us,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,-129.6,Chase Freedom Unlimited,1.5,-194.4,0.0,False
Dining,Chase Sapphire,6143.0,1.87,Chase Sapphire Preferred,Restaurants & Bars,2023-06-28,False,Starbucks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,5.61,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,5.61,0.0,True
Other,Chase Sapphire,6143.0,33.05,Chase Sapphire Preferred,Misc,2023-06-27,False,Curb Philly Taxi,,False,,,,,,posted,,regular,1.0,Chase Sapphire Preferred,33.05,Chase Freedom Unlimited,1.5,49.58,16.53,False
Transit,Chase Sapphire,6143.0,5.0,Chase Sapphire Preferred,Ubers/Septa,2023-06-27,False,Lyft,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,5.0,Citi AAdvantage Platinum Select,2.0,10.0,5.0,False
Other,Chase Sapphire,6143.0,232.0,Chase Sapphire Preferred,Health Care,2023-06-27,False,Lyra Clinical Assoc,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,232.0,Chase Freedom Unlimited,1.5,348.0,116.0,False
Groceries,Chase Sapphire,6143.0,50.16,Chase Sapphire Preferred,Groceries,2023-06-27,False,Trader Joe's,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,50.16,Chase Freedom Unlimited,1.5,75.24,25.08,False
Dining,Chase Sapphire,6143.0,25.0,Chase Sapphire Preferred,Restaurants & Bars,2023-06-27,False,Elmos Diner,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,75.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,75.0,0.0,True
Dining,Chase Sapphire,6143.0,10.05,Chase Sapphire Preferred,Restaurants & Bars,2023-06-26,False,Rise Downtown Durham,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,30.15,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,30.15,0.0,True
Transit,Chase Sapphire,6143.0,7.91,Chase Sapphire Preferred,Ubers/Septa,2023-06-26,False,Uber,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,7.91,Citi AAdvantage Platinum Select,2.0,15.82,7.91,False
Transit,Chase Sapphire,6143.0,12.0,Chase Sapphire Preferred,Ubers/Septa,2023-06-26,False,Bird* Preload,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,12.0,Chase Freedom Unlimited,1.5,18.0,6.0,False
Other,Chase Sapphire,6143.0,13.92,Chase Sapphire Preferred,Clothing,2023-06-26,False,2nd Kitchens Rd Airport,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,13.92,Chase Freedom Unlimited,1.5,20.88,6.959999999999999,False
Travel,Chase Sapphire,6143.0,22.0,Chase Sapphire Preferred,Travel & Vacation,2023-06-26,True,Frontier Ai Yy38qf,,False,,,,,,posted,,regular,2.0,Chase Sapphire Preferred,44.0,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,44.0,0.0,True
Groceries,Chase Sapphire,6143.0,21.49,Chase Sapphire Preferred,Groceries,2023-06-25,False,Bulldega Urban Market,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,21.49,Chase Freedom Unlimited,1.5,32.24,10.750000000000004,False
Drugstores,Chase Sapphire,6143.0,4.96,Chase Sapphire Preferred,Personal Care,2023-06-25,False,Walgreens,,True,Chase Freedom Flex,3.0,"Matched override: cvs, walgreens, rite aid",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,4.96,"Chase Freedom Unlimited, Chase Freedom Flex",3.0,14.88,9.920000000000002,False
Dining,Chase Sapphire,6143.0,22.96,Chase Sapphire Preferred,Bars & Nightlife,2023-06-25,False,Boxcar Bar & Arcade,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,68.88,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,68.88,0.0,True
Dining,Chase Sapphire,6143.0,9.74,Chase Sapphire Preferred,Restaurants & Bars,2023-06-25,False,Chick-fil-a,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,29.22,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,29.22,0.0,True
Dining,Chase Sapphire,6143.0,3.2,Chase Sapphire Preferred,Restaurants & Bars,2023-06-25,False,Springhill Suites Durh,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,9.6,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,9.6,0.0,True
Transit,Chase Sapphire,6143.0,25.93,Chase Sapphire Preferred,Ubers/Septa,2023-06-25,False,Uber,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,25.93,Citi AAdvantage Platinum Select,2.0,51.86,25.93,False
Dining,Chase Sapphire,6143.0,12.9,Chase Sapphire Preferred,Restaurants & Bars,2023-06-23,False,Little Italy,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,38.7,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,38.7,0.0,True
Other,Chase Sapphire,6143.0,1834.92,Chase Sapphire Preferred,Shops,2023-06-22,False,Apple.com-us,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,1834.92,Chase Freedom Unlimited,1.5,2752.38,917.46,False
Streaming,Chase Sapphire,6143.0,2.99,Chase Sapphire Preferred,Subscriptions,2023-06-22,False,Apple.com-bill,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Apple Storage,posted,,regular,3.0,Chase Sapphire Preferred,8.97,Chase Sapphire Preferred,3.0,8.97,0.0,True
Gas,Chase Sapphire,6143.0,24.28,Chase Sapphire Preferred,Car/Gas,2023-06-19,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,24.28,Citi AAdvantage Platinum Select,2.0,48.56,24.28,False
Gas,Chase Sapphire,6143.0,50.0,Chase Sapphire Preferred,Car/Gas,2023-06-19,False,Ptc Ez Pass Auto Re,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,50.0,Citi AAdvantage Platinum Select,2.0,100.0,50.0,False
Gas,Chase Sapphire,6143.0,24.37,Chase Sapphire Preferred,Car/Gas,2023-06-19,False,Horsham Car Wash,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,24.37,Citi AAdvantage Platinum Select,2.0,48.74,24.37,False
Gas,Chase Sapphire,6143.0,9.16,Chase Sapphire Preferred,Restaurants & Bars,2023-06-19,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,9.16,Citi AAdvantage Platinum Select,2.0,18.32,9.16,False
Groceries,Chase Sapphire,6143.0,4.59,Chase Sapphire Preferred,Groceries,2023-06-18,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,4.59,Chase Freedom Unlimited,1.5,6.88,2.29,False
Other,Chase Sapphire,6143.0,280.0,Chase Sapphire Preferred,Health Care,2023-06-18,False,Lyra Clinical Assoc,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,280.0,Chase Freedom Unlimited,1.5,420.0,140.0,False
Gas,Chase Sapphire,6143.0,6.79,Chase Sapphire Preferred,Car/Gas,2023-06-16,False,Sheetz,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,6.79,Citi AAdvantage Platinum Select,2.0,13.58,6.79,False
Dining,Chase Sapphire,6143.0,10.58,Chase Sapphire Preferred,Restaurants & Bars,2023-06-16,False,Roy Rogers,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,31.74,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,31.74,0.0,True
Groceries,Chase Sapphire,6143.0,75.75,Chase Sapphire Preferred,Groceries,2023-06-16,False,Trader Joe's,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,75.75,Chase Freedom Unlimited,1.5,113.62,37.870000000000005,False
Travel,Chase Sapphire,6143.0,114.0,Chase Sapphire Preferred,Travel & Vacation,2023-06-15,True,Frontier Ai Yy38qf,,False,,,,,,posted,,regular,2.0,Chase Sapphire Preferred,228.0,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,228.0,0.0,True
Gas,Chase Sapphire,6143.0,50.0,Chase Sapphire Preferred,Car/Gas,2023-06-14,False,Ptc Ez Pass Auto Re,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,50.0,Citi AAdvantage Platinum Select,2.0,100.0,50.0,False
Gas,Chase Sapphire,6143.0,30.93,Chase Sapphire Preferred,Car/Gas,2023-06-14,False,Sheetz,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,30.93,Citi AAdvantage Platinum Select,2.0,61.86,30.93,False
Dining,Chase Sapphire,6143.0,6.92,Chase Sapphire Preferred,Restaurants & Bars,2023-06-14,False,Sheetz,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,20.76,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,20.76,0.0,True
Gas,Chase Sapphire,6143.0,6.84,Chase Sapphire Preferred,Car/Gas,2023-06-13,False,Sunoco,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,6.84,Citi AAdvantage Platinum Select,2.0,13.68,6.84,False
Gas,Chase Sapphire,6143.0,43.46,Chase Sapphire Preferred,Car/Gas,2023-06-13,False,Sunoco,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,43.46,Citi AAdvantage Platinum Select,2.0,86.92,43.46,False
Dining,Chase Sapphire,6143.0,8.99,Chase Sapphire Preferred,Restaurants & Bars,2023-06-13,False,Yihi Japan,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,26.97,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,26.97,0.0,True
Dining,Chase Sapphire,6143.0,15.0,Chase Sapphire Preferred,Restaurants & Bars,2023-06-12,False,Starbucks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,45.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,45.0,0.0,True
Groceries,Chase Sapphire,6143.0,16.19,Chase Sapphire Preferred,Groceries,2023-06-11,False,Acme,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,16.19,Chase Freedom Unlimited,1.5,24.29,8.099999999999998,False
Gas,Chase Sapphire,6143.0,7.9,Chase Sapphire Preferred,Car/Gas,2023-06-11,False,Parkmobile-10,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,7.9,Citi AAdvantage Platinum Select,2.0,15.8,7.9,False
Gas,Chase Sapphire,6143.0,17.33,Chase Sapphire Preferred,Car/Gas,2023-06-09,False,Premium Parking,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,17.33,Citi AAdvantage Platinum Select,2.0,34.66,17.33,False
Dining,Chase Sapphire,6143.0,45.73,Chase Sapphire Preferred,Restaurants & Bars,2023-06-09,False,Yard House,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,137.19,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,137.19,0.0,True
Groceries,Chase Sapphire,6143.0,6.0,Chase Sapphire Preferred,Groceries,2023-06-08,False,Acme,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,6.0,Chase Freedom Unlimited,1.5,9.0,3.0,False
Other,Chase Sapphire,6143.0,42.0,Chase Sapphire Preferred,Gym,2023-06-07,False,Ymca,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,42.0,Chase Freedom Unlimited,1.5,63.0,21.0,False
Streaming,Chase Sapphire,6143.0,16.42,Chase Sapphire Preferred,Subscriptions,2023-06-05,False,Netflix,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Netflix,posted,,regular,3.0,Chase Sapphire Preferred,49.26,Chase Sapphire Preferred,3.0,49.26,0.0,True
Gas,Chase Sapphire,6143.0,42.62,Chase Sapphire Preferred,Car/Gas,2023-06-04,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,42.62,Citi AAdvantage Platinum Select,2.0,85.24,42.62,False
Dining,Chase Sapphire,6143.0,13.74,Chase Sapphire Preferred,Restaurants & Bars,2023-06-04,False,Rittenhouse Garden,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,41.22,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,41.22,0.0,True
Streaming,Chase Sapphire,6143.0,68.03,Chase Sapphire Preferred,Subscriptions,2023-06-01,False,Google Google_youtube,,False,,,,Standard of Living,,posted,,regular,3.0,Chase Sapphire Preferred,204.09,Chase Sapphire Preferred,3.0,204.09,0.0,True
Gas,Chase Sapphire,6143.0,50.0,Chase Sapphire Preferred,Car/Gas,2023-05-31,False,Ptc Ez Pass Auto Re,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,50.0,Citi AAdvantage Platinum Select,2.0,100.0,50.0,False
Groceries,Chase Sapphire,6143.0,78.95,Chase Sapphire Preferred,Groceries,2023-05-31,False,Trader Joe's,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,78.95,Chase Freedom Unlimited,1.5,118.43,39.480000000000004,False
Other,Chase Sapphire,6143.0,5.0,Chase Sapphire Preferred,Misc,2023-05-30,False,Steam Purchase,,False,,,,,,posted,,regular,1.0,Chase Sapphire Preferred,5.0,Chase Freedom Unlimited,1.5,7.5,2.5,False
Dining,Chase Sapphire,6143.0,20.0,Chase Sapphire Preferred,Restaurants & Bars,2023-05-29,False,Starbucks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,60.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,60.0,0.0,True
Gas,Chase Sapphire,6143.0,5.42,Chase Sapphire Preferred,Restaurants & Bars,2023-05-29,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,5.42,Citi AAdvantage Platinum Select,2.0,10.84,5.42,False
Dining,Chase Sapphire,6143.0,45.15,Chase Sapphire Preferred,Restaurants & Bars,2023-05-29,False,Mixto Restaurante,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,135.45,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,135.45,0.0,True
Gas,Chase Sapphire,6143.0,28.62,Chase Sapphire Preferred,Car/Gas,2023-05-29,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,28.62,Citi AAdvantage Platinum Select,2.0,57.24,28.62,False
Dining,Chase Sapphire,6143.0,17.85,Chase Sapphire Preferred,Restaurants & Bars,2023-05-28,False,Manayunk Brewing Company,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,53.55,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,53.55,0.0,True
Other,Chase Sapphire,6143.0,40.0,Chase Sapphire Preferred,Recreation,2023-05-28,False,Ls Walnut Lane Golf Cl,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,40.0,Chase Freedom Unlimited,1.5,60.0,20.0,False
Other,Chase Sapphire,6143.0,5.0,Chase Sapphire Preferred,Recreation,2023-05-28,False,Ls Walnut Lane Golf Cl,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,5.0,Chase Freedom Unlimited,1.5,7.5,2.5,False
Groceries,Chase Sapphire,6143.0,3.79,Chase Sapphire Preferred,Groceries,2023-05-25,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,3.79,Chase Freedom Unlimited,1.5,5.68,1.8899999999999997,False
Groceries,Chase Sapphire,6143.0,9.74,Chase Sapphire Preferred,Groceries,2023-05-24,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,9.74,Chase Freedom Unlimited,1.5,14.61,4.869999999999999,False
Other,Chase Sapphire,6143.0,5.0,Chase Sapphire Preferred,Shops,2023-05-24,False,Steam Games,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,5.0,Chase Freedom Unlimited,1.5,7.5,2.5,False
Gas,Chase Sapphire,6143.0,0.08,Chase Sapphire Preferred,Car/Gas,2023-05-24,False,Turkey Hill,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,0.08,Citi AAdvantage Platinum Select,2.0,0.16,0.08,False
Gas,Chase Sapphire,6143.0,42.96,Chase Sapphire Preferred,Car/Gas,2023-05-24,False,Turkey Hill,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,42.96,Citi AAdvantage Platinum Select,2.0,85.92,42.96,False
Dining,Chase Sapphire,6143.0,22.76,Chase Sapphire Preferred,Restaurants & Bars,2023-05-23,False,Domino's,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,68.28,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,68.28,0.0,True
Dining,Chase Sapphire,6143.0,9.4,Chase Sapphire Preferred,Restaurants & Bars,2023-05-22,False,Starbucks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,28.2,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,28.2,0.0,True
Dining,Chase Sapphire,6143.0,28.72,Chase Sapphire Preferred,Restaurants & Bars,2023-05-22,False,Backyard Ale House,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,86.16,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,86.16,0.0,True
Streaming,Chase Sapphire,6143.0,2.13,Chase Sapphire Preferred,Subscriptions,2023-05-21,False,Apple.com-bill,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Apple Storage,posted,,regular,3.0,Chase Sapphire Preferred,6.39,Chase Sapphire Preferred,3.0,6.39,0.0,True
Gas,Chase Sapphire,6143.0,1.01,Chase Sapphire Preferred,Car/Gas,2023-05-21,False,Cdp Scranton Kiosks,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,1.01,Citi AAdvantage Platinum Select,2.0,2.02,1.01,False
Gas,Chase Sapphire,6143.0,43.62,Chase Sapphire Preferred,Car/Gas,2023-05-21,False,Royal Farms,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,43.62,Citi AAdvantage Platinum Select,2.0,87.24,43.62,False
Other,Chase Sapphire,6143.0,26.5,Chase Sapphire Preferred,Shops,2023-05-21,False,The Mulberry Bush,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,26.5,Chase Freedom Unlimited,1.5,39.75,13.25,False
Dining,Chase Sapphire,6143.0,8.16,Chase Sapphire Preferred,Restaurants & Bars,2023-05-19,False,Merck At Uppergwy Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,24.48,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,24.48,0.0,True
Other,Chase Sapphire,6143.0,38.5,Chase Sapphire Preferred,Misc,2023-05-19,False,Rpp Online Portal,,False,,,,,,posted,,regular,1.0,Chase Sapphire Preferred,38.5,Chase Freedom Unlimited,1.5,57.75,19.25,False
Dining,Chase Sapphire,6143.0,13.8,Chase Sapphire Preferred,Restaurants & Bars,2023-05-17,False,Red Stone Pizza Truck,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,41.4,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,41.4,0.0,True
Groceries,Chase Sapphire,6143.0,2.89,Chase Sapphire Preferred,Groceries,2023-05-17,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,2.89,Chase Freedom Unlimited,1.5,4.34,1.4499999999999997,False
Dining,Chase Sapphire,6143.0,2.0,Chase Sapphire Preferred,Restaurants & Bars,2023-05-17,False,Dunkin' Donuts,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,6.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,6.0,0.0,True
Streaming,Chase Sapphire,6143.0,7.37,Chase Sapphire Preferred,Subscriptions,2023-05-15,False,Xsolla Esea,,False,,,,Standard of Living,,posted,,regular,3.0,Chase Sapphire Preferred,22.11,Chase Sapphire Preferred,3.0,22.11,0.0,True
Streaming,Chase Sapphire,6143.0,0.99,Chase Sapphire Preferred,Subscriptions,2023-05-15,False,Apple.com-bill,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,,posted,,regular,3.0,Chase Sapphire Preferred,2.97,Chase Sapphire Preferred,3.0,2.97,0.0,True
Groceries,Chase Sapphire,6143.0,83.57,Chase Sapphire Preferred,Groceries,2023-05-14,False,Trader Joe's,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,83.57,Chase Freedom Unlimited,1.5,125.35,41.78,False
Other,Chase Sapphire,6143.0,1498.0,Chase Sapphire Preferred,Sports Data Now,2023-05-14,True,Www.thefsg,,False,,,,,,posted,,regular,1.0,Chase Sapphire Preferred,1498.0,Chase Freedom Unlimited,1.5,2247.0,749.0,False
Dining,Chase Sapphire,6143.0,5.06,Chase Sapphire Preferred,Restaurants & Bars,2023-05-14,False,Fitzwater Street Philly,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,15.18,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,15.18,0.0,True
Other,Chase Sapphire,6143.0,44.0,Chase Sapphire Preferred,Misc,2023-05-12,False,Pa Driver & Vehicle Serv,,False,,,,,,posted,,regular,1.0,Chase Sapphire Preferred,44.0,Chase Freedom Unlimited,1.5,66.0,22.0,False
Gas,Chase Sapphire,6143.0,34.5,Chase Sapphire Preferred,Car/Gas,2023-05-12,False,Philadelphia Parking Auth,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,34.5,Citi AAdvantage Platinum Select,2.0,69.0,34.5,False
Groceries,Chase Sapphire,6143.0,23.82,Chase Sapphire Preferred,Groceries,2023-05-11,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,23.82,Chase Freedom Unlimited,1.5,35.73,11.909999999999997,False
Dining,Chase Sapphire,6143.0,2.0,Chase Sapphire Preferred,Restaurants & Bars,2023-05-10,False,Dunkin' Donuts,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,6.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,6.0,0.0,True
Other,Chase Sapphire,6143.0,8.19,Chase Sapphire Preferred,Shops,2023-05-10,False,Steam Games,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,8.19,Chase Freedom Unlimited,1.5,12.28,4.09,False
Groceries,Chase Sapphire,6143.0,14.07,Chase Sapphire Preferred,Groceries,2023-05-09,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,14.07,Chase Freedom Unlimited,1.5,21.1,7.030000000000001,False
